locked_card_id,fit_slot,source_rebuild_priority,source_rebuild_lane,source_type,required_source,source_intake_status,target_manual_field,review_question,source_url,source_title,source_date,source_publisher,source_language,source_evidence_strength,extracted_value_or_claim,supports_or_blocks,reviewer_notes,reviewed_by,reviewed_date,source_release_policy,candidate_name_release_allowed,score_release_allowed,rank_release_allowed,shortlist_label_allowed,is_final_recommendation,scouting_card_release_allowed,manual_review_unlock_allowed,recommendation_label
LOCKED-FH-223F6F34FF,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,of_dh_role_and_defense_source,True,not_started_locked,video_source_url_2,"Does this source clarify OF/DH role, defense, running, or platoon usability?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-223F6F34FF,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,recent_video_or_scouting_report,True,not_started_locked,video_source_url_1,"Does this source show current tools, role, or scouting traits rather than old reputation?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-438C64D126,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,contract_access_source,True,not_started_locked,contract_source_url,"Does this source clarify salary, option, buyout, club control, agent, or access feasibility?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-438C64D126,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,current_stat_page,True,not_started_locked,stat_source_url_1,Does this source verify the current stat/role baseline and snapshot date?,,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-438C64D126,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,korea_or_overseas_willingness_source_if_available,True,not_started_locked,korea_willingness_source_url,"Does this source indicate Korea/overseas openness, role acceptance, or agent posture?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-438C64D126,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,medical_current_status_source,True,not_started_locked,medical_source_url,"Does this source clarify injury, rehab, IL, workload interruption, or current availability?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-438C64D126,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,of_dh_role_and_defense_source,True,not_started_locked,video_source_url_2,"Does this source clarify OF/DH role, defense, running, or platoon usability?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-438C64D126,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,recent_video_or_scouting_report,True,not_started_locked,video_source_url_1,"Does this source show current tools, role, or scouting traits rather than old reputation?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-6F3A88188E,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,contract_access_source,True,not_started_locked,contract_source_url,"Does this source clarify salary, option, buyout, club control, agent, or access feasibility?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-6F3A88188E,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,current_stat_page,True,not_started_locked,stat_source_url_1,Does this source verify the current stat/role baseline and snapshot date?,,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-6F3A88188E,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,korea_or_overseas_willingness_source_if_available,True,not_started_locked,korea_willingness_source_url,"Does this source indicate Korea/overseas openness, role acceptance, or agent posture?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-6F3A88188E,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,medical_current_status_source,True,not_started_locked,medical_source_url,"Does this source clarify injury, rehab, IL, workload interruption, or current availability?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-6F3A88188E,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,of_dh_role_and_defense_source,True,not_started_locked,video_source_url_2,"Does this source clarify OF/DH role, defense, running, or platoon usability?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-6F3A88188E,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,recent_video_or_scouting_report,True,not_started_locked,video_source_url_1,"Does this source show current tools, role, or scouting traits rather than old reputation?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-7FE398D061,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,contract_access_source,True,not_started_locked,contract_source_url,"Does this source clarify salary, option, buyout, club control, agent, or access feasibility?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-7FE398D061,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,current_stat_page,True,not_started_locked,stat_source_url_1,Does this source verify the current stat/role baseline and snapshot date?,,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-7FE398D061,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,korea_or_overseas_willingness_source_if_available,True,not_started_locked,korea_willingness_source_url,"Does this source indicate Korea/overseas openness, role acceptance, or agent posture?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-7FE398D061,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,medical_current_status_source,True,not_started_locked,medical_source_url,"Does this source clarify injury, rehab, IL, workload interruption, or current availability?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-7FE398D061,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,of_dh_role_and_defense_source,True,not_started_locked,video_source_url_2,"Does this source clarify OF/DH role, defense, running, or platoon usability?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-7FE398D061,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,recent_video_or_scouting_report,True,not_started_locked,video_source_url_1,"Does this source show current tools, role, or scouting traits rather than old reputation?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-837BF7072E,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,contract_access_source,True,not_started_locked,contract_source_url,"Does this source clarify salary, option, buyout, club control, agent, or access feasibility?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-837BF7072E,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,current_stat_page,True,not_started_locked,stat_source_url_1,Does this source verify the current stat/role baseline and snapshot date?,,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-837BF7072E,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,korea_or_overseas_willingness_source_if_available,True,not_started_locked,korea_willingness_source_url,"Does this source indicate Korea/overseas openness, role acceptance, or agent posture?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-837BF7072E,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,medical_current_status_source,True,not_started_locked,medical_source_url,"Does this source clarify injury, rehab, IL, workload interruption, or current availability?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-837BF7072E,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,of_dh_role_and_defense_source,True,not_started_locked,video_source_url_2,"Does this source clarify OF/DH role, defense, running, or platoon usability?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-837BF7072E,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,recent_video_or_scouting_report,True,not_started_locked,video_source_url_1,"Does this source show current tools, role, or scouting traits rather than old reputation?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-8A8E2D579C,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,contract_access_source,True,not_started_locked,contract_source_url,"Does this source clarify salary, option, buyout, club control, agent, or access feasibility?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-8A8E2D579C,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,current_stat_page,True,not_started_locked,stat_source_url_1,Does this source verify the current stat/role baseline and snapshot date?,,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-8A8E2D579C,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,korea_or_overseas_willingness_source_if_available,True,not_started_locked,korea_willingness_source_url,"Does this source indicate Korea/overseas openness, role acceptance, or agent posture?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-8A8E2D579C,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,medical_current_status_source,True,not_started_locked,medical_source_url,"Does this source clarify injury, rehab, IL, workload interruption, or current availability?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-8A8E2D579C,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,of_dh_role_and_defense_source,True,not_started_locked,video_source_url_2,"Does this source clarify OF/DH role, defense, running, or platoon usability?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-8A8E2D579C,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,recent_video_or_scouting_report,True,not_started_locked,video_source_url_1,"Does this source show current tools, role, or scouting traits rather than old reputation?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-8AC421523C,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,contract_access_source,True,not_started_locked,contract_source_url,"Does this source clarify salary, option, buyout, club control, agent, or access feasibility?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-8AC421523C,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,current_stat_page,True,not_started_locked,stat_source_url_1,Does this source verify the current stat/role baseline and snapshot date?,,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-8AC421523C,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,korea_or_overseas_willingness_source_if_available,True,not_started_locked,korea_willingness_source_url,"Does this source indicate Korea/overseas openness, role acceptance, or agent posture?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-8AC421523C,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,medical_current_status_source,True,not_started_locked,medical_source_url,"Does this source clarify injury, rehab, IL, workload interruption, or current availability?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-8AC421523C,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,of_dh_role_and_defense_source,True,not_started_locked,video_source_url_2,"Does this source clarify OF/DH role, defense, running, or platoon usability?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-8AC421523C,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,recent_video_or_scouting_report,True,not_started_locked,video_source_url_1,"Does this source show current tools, role, or scouting traits rather than old reputation?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-8C0C28FFE6,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,contract_access_source,True,not_started_locked,contract_source_url,"Does this source clarify salary, option, buyout, club control, agent, or access feasibility?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-8C0C28FFE6,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,current_stat_page,True,not_started_locked,stat_source_url_1,Does this source verify the current stat/role baseline and snapshot date?,,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-8C0C28FFE6,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,korea_or_overseas_willingness_source_if_available,True,not_started_locked,korea_willingness_source_url,"Does this source indicate Korea/overseas openness, role acceptance, or agent posture?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-8C0C28FFE6,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,medical_current_status_source,True,not_started_locked,medical_source_url,"Does this source clarify injury, rehab, IL, workload interruption, or current availability?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-8C0C28FFE6,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,of_dh_role_and_defense_source,True,not_started_locked,video_source_url_2,"Does this source clarify OF/DH role, defense, running, or platoon usability?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-8C0C28FFE6,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,recent_video_or_scouting_report,True,not_started_locked,video_source_url_1,"Does this source show current tools, role, or scouting traits rather than old reputation?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-8F1247C580,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,contract_access_source,True,not_started_locked,contract_source_url,"Does this source clarify salary, option, buyout, club control, agent, or access feasibility?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-8F1247C580,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,current_stat_page,True,not_started_locked,stat_source_url_1,Does this source verify the current stat/role baseline and snapshot date?,,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-8F1247C580,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,korea_or_overseas_willingness_source_if_available,True,not_started_locked,korea_willingness_source_url,"Does this source indicate Korea/overseas openness, role acceptance, or agent posture?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-8F1247C580,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,medical_current_status_source,True,not_started_locked,medical_source_url,"Does this source clarify injury, rehab, IL, workload interruption, or current availability?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-8F1247C580,foreign_hitter,P1_rebuild_source_file_before_video,hitter_full_source_file_rebuild,of_dh_role_and_defense_source,True,not_started_locked,video_source_url_2,"Does this source clarify OF/DH role, defense, running, or platoon usability?",,,,,,,,,,,,locked_source_evidence_intake_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
