locked_card_id,fit_slot,card_title,card_stage,sensitivity_band,fit_thesis_public_safe,ssg_fit_band,translation_band,market_realism_band,tool_process_band,surplus_access_band,failure_risk_band,source_confidence_band,primary_risk_focus,usable_article_rows_band,korean_article_rows_band,manual_review_questions,next_source_actions,source_search_intensity,review_lane,review_wave,first_reviewer_role,second_reviewer_role,manual_fields_to_complete_first,evidence_gap_statement,kill_switch_question,assignment_release_policy,candidate_name_release_allowed,score_release_allowed,rank_release_allowed,shortlist_label_allowed,is_final_recommendation,scouting_card_release_allowed,manual_review_unlock_allowed,recommendation_label
LOCKED-FH-8AC421523C,foreign_hitter,Locked OF/DH fit review card,scouting_card_template_locked_no_candidate_name,stable_top25_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable,strong,strong,strong,above_average,above_average,lower_current_risk,watch,contract/access,none,none,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: contract/access. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,cold_start_source_build,source_rebuild_before_video,wave_1_rebuild_source_first,source_contract_reviewer,hitter_video_reviewer,review_owner|review_date|video_source_url_1|stat_source_url_1|contract_source_url|medical_source_url|reviewer_summary|primary_tool_grade_20_80|command_or_contact_grade_20_80|defense_or_workload_grade_20_80|translation_confidence_20_80|contract_feasibility_grade_20_80,No usable public article band is attached; build source file before any unlock discussion.,"Can we find two independent sources that confirm current role, status, and availability?",locked_manual_review_assignment_queue_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-8C0C28FFE6,foreign_hitter,Locked OF/DH fit review card,scouting_card_template_locked_no_candidate_name,stable_top25_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable,above_average,strong,strong,above_average,above_average,lower_current_risk,watch,contract/access,none,none,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: contract/access. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,cold_start_source_build,source_rebuild_before_video,wave_1_rebuild_source_first,source_contract_reviewer,hitter_video_reviewer,review_owner|review_date|video_source_url_1|stat_source_url_1|contract_source_url|medical_source_url|reviewer_summary|primary_tool_grade_20_80|command_or_contact_grade_20_80|defense_or_workload_grade_20_80|translation_confidence_20_80|contract_feasibility_grade_20_80,No usable public article band is attached; build source file before any unlock discussion.,"Can we find two independent sources that confirm current role, status, and availability?",locked_manual_review_assignment_queue_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-8F1247C580,foreign_hitter,Locked OF/DH fit review card,scouting_card_template_locked_no_candidate_name,stable_top50_review_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable,above_average,above_average,strong,watch,above_average,manageable_risk,watch,contract/access,none,none,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: contract/access. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,cold_start_source_build,source_rebuild_before_video,wave_1_rebuild_source_first,source_contract_reviewer,hitter_video_reviewer,review_owner|review_date|video_source_url_1|stat_source_url_1|contract_source_url|medical_source_url|reviewer_summary|primary_tool_grade_20_80|command_or_contact_grade_20_80|defense_or_workload_grade_20_80|translation_confidence_20_80|contract_feasibility_grade_20_80,No usable public article band is attached; build source file before any unlock discussion.,"Can we find two independent sources that confirm current role, status, and availability?",locked_manual_review_assignment_queue_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-939A797A56,foreign_hitter,Locked OF/DH fit review card,scouting_card_template_locked_no_candidate_name,stable_top50_review_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable,above_average,above_average,strong,above_average,above_average,manageable_risk,watch,contract/access,none,none,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: contract/access. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,cold_start_source_build,source_rebuild_before_video,wave_1_rebuild_source_first,source_contract_reviewer,hitter_video_reviewer,review_owner|review_date|video_source_url_1|stat_source_url_1|contract_source_url|medical_source_url|reviewer_summary|primary_tool_grade_20_80|command_or_contact_grade_20_80|defense_or_workload_grade_20_80|translation_confidence_20_80|contract_feasibility_grade_20_80,No usable public article band is attached; build source file before any unlock discussion.,"Can we find two independent sources that confirm current role, status, and availability?",locked_manual_review_assignment_queue_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-9632B37428,foreign_hitter,Locked OF/DH fit review card,scouting_card_template_locked_no_candidate_name,stable_top25_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable; tool/process band is favorable,strong,strong,strong,strong,above_average,lower_current_risk,watch,contract/access,none,none,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: contract/access. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,cold_start_source_build,source_rebuild_before_video,wave_1_rebuild_source_first,source_contract_reviewer,hitter_video_reviewer,review_owner|review_date|video_source_url_1|stat_source_url_1|contract_source_url|medical_source_url|reviewer_summary|primary_tool_grade_20_80|command_or_contact_grade_20_80|defense_or_workload_grade_20_80|translation_confidence_20_80|contract_feasibility_grade_20_80,No usable public article band is attached; build source file before any unlock discussion.,"Can we find two independent sources that confirm current role, status, and availability?",locked_manual_review_assignment_queue_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-967856A138,foreign_hitter,Locked OF/DH fit review card,scouting_card_template_locked_no_candidate_name,stable_top25_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable; tool/process band is favorable,strong,strong,strong,above_average,above_average,lower_current_risk,watch,contract/access,none,none,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: contract/access. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,cold_start_source_build,source_rebuild_before_video,wave_1_rebuild_source_first,source_contract_reviewer,hitter_video_reviewer,review_owner|review_date|video_source_url_1|stat_source_url_1|contract_source_url|medical_source_url|reviewer_summary|primary_tool_grade_20_80|command_or_contact_grade_20_80|defense_or_workload_grade_20_80|translation_confidence_20_80|contract_feasibility_grade_20_80,No usable public article band is attached; build source file before any unlock discussion.,"Can we find two independent sources that confirm current role, status, and availability?",locked_manual_review_assignment_queue_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-A086F0FFC9,foreign_hitter,Locked OF/DH fit review card,scouting_card_template_locked_no_candidate_name,stable_top25_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable; tool/process band is favorable,strong,strong,strong,strong,above_average,manageable_risk,watch,contract/access,none,none,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: contract/access. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,cold_start_source_build,source_rebuild_before_video,wave_1_rebuild_source_first,source_contract_reviewer,hitter_video_reviewer,review_owner|review_date|video_source_url_1|stat_source_url_1|contract_source_url|medical_source_url|reviewer_summary|primary_tool_grade_20_80|command_or_contact_grade_20_80|defense_or_workload_grade_20_80|translation_confidence_20_80|contract_feasibility_grade_20_80,No usable public article band is attached; build source file before any unlock discussion.,"Can we find two independent sources that confirm current role, status, and availability?",locked_manual_review_assignment_queue_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-AC5B104957,foreign_hitter,Locked OF/DH fit review card,scouting_card_template_locked_no_candidate_name,stable_top25_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable; tool/process band is favorable,strong,strong,strong,above_average,above_average,lower_current_risk,watch,contract/access,none,none,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: contract/access. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,cold_start_source_build,source_rebuild_before_video,wave_1_rebuild_source_first,source_contract_reviewer,hitter_video_reviewer,review_owner|review_date|video_source_url_1|stat_source_url_1|contract_source_url|medical_source_url|reviewer_summary|primary_tool_grade_20_80|command_or_contact_grade_20_80|defense_or_workload_grade_20_80|translation_confidence_20_80|contract_feasibility_grade_20_80,No usable public article band is attached; build source file before any unlock discussion.,"Can we find two independent sources that confirm current role, status, and availability?",locked_manual_review_assignment_queue_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-AE041C57FC,foreign_hitter,Locked OF/DH fit review card,scouting_card_template_locked_no_candidate_name,stable_top25_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable,above_average,strong,strong,watch,above_average,lower_current_risk,watch,contract/access,none,none,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: contract/access. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,cold_start_source_build,source_rebuild_before_video,wave_1_rebuild_source_first,source_contract_reviewer,hitter_video_reviewer,review_owner|review_date|video_source_url_1|stat_source_url_1|contract_source_url|medical_source_url|reviewer_summary|primary_tool_grade_20_80|command_or_contact_grade_20_80|defense_or_workload_grade_20_80|translation_confidence_20_80|contract_feasibility_grade_20_80,No usable public article band is attached; build source file before any unlock discussion.,"Can we find two independent sources that confirm current role, status, and availability?",locked_manual_review_assignment_queue_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-BF053B0ABC,foreign_hitter,Locked OF/DH fit review card,scouting_card_template_locked_no_candidate_name,stable_top50_review_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable,above_average,above_average,strong,watch,above_average,manageable_risk,watch,contract/access,none,none,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: contract/access. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,cold_start_source_build,source_rebuild_before_video,wave_1_rebuild_source_first,source_contract_reviewer,hitter_video_reviewer,review_owner|review_date|video_source_url_1|stat_source_url_1|contract_source_url|medical_source_url|reviewer_summary|primary_tool_grade_20_80|command_or_contact_grade_20_80|defense_or_workload_grade_20_80|translation_confidence_20_80|contract_feasibility_grade_20_80,No usable public article band is attached; build source file before any unlock discussion.,"Can we find two independent sources that confirm current role, status, and availability?",locked_manual_review_assignment_queue_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-C14F2B1BBE,foreign_hitter,Locked OF/DH fit review card,scouting_card_template_locked_no_candidate_name,stable_top50_review_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable,above_average,strong,strong,watch,above_average,lower_current_risk,watch,contract/access,none,none,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: contract/access. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,cold_start_source_build,source_rebuild_before_video,wave_1_rebuild_source_first,source_contract_reviewer,hitter_video_reviewer,review_owner|review_date|video_source_url_1|stat_source_url_1|contract_source_url|medical_source_url|reviewer_summary|primary_tool_grade_20_80|command_or_contact_grade_20_80|defense_or_workload_grade_20_80|translation_confidence_20_80|contract_feasibility_grade_20_80,No usable public article band is attached; build source file before any unlock discussion.,"Can we find two independent sources that confirm current role, status, and availability?",locked_manual_review_assignment_queue_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-C588D3845D,foreign_hitter,Locked OF/DH fit review card,scouting_card_template_locked_no_candidate_name,stable_top25_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable; tool/process band is favorable,strong,strong,strong,above_average,above_average,lower_current_risk,watch,contract/access,none,none,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: contract/access. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,cold_start_source_build,source_rebuild_before_video,wave_1_rebuild_source_first,source_contract_reviewer,hitter_video_reviewer,review_owner|review_date|video_source_url_1|stat_source_url_1|contract_source_url|medical_source_url|reviewer_summary|primary_tool_grade_20_80|command_or_contact_grade_20_80|defense_or_workload_grade_20_80|translation_confidence_20_80|contract_feasibility_grade_20_80,No usable public article band is attached; build source file before any unlock discussion.,"Can we find two independent sources that confirm current role, status, and availability?",locked_manual_review_assignment_queue_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-D27CFD0D7C,foreign_hitter,Locked OF/DH fit review card,scouting_card_template_locked_no_candidate_name,stable_top25_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable; tool/process band is favorable,above_average,above_average,strong,above_average,above_average,manageable_risk,watch,contract/access,none,none,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: contract/access. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,cold_start_source_build,source_rebuild_before_video,wave_1_rebuild_source_first,source_contract_reviewer,hitter_video_reviewer,review_owner|review_date|video_source_url_1|stat_source_url_1|contract_source_url|medical_source_url|reviewer_summary|primary_tool_grade_20_80|command_or_contact_grade_20_80|defense_or_workload_grade_20_80|translation_confidence_20_80|contract_feasibility_grade_20_80,No usable public article band is attached; build source file before any unlock discussion.,"Can we find two independent sources that confirm current role, status, and availability?",locked_manual_review_assignment_queue_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-D3C20CFB6B,foreign_hitter,Locked OF/DH fit review card,scouting_card_template_locked_no_candidate_name,stable_top50_review_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable,above_average,above_average,strong,watch,above_average,manageable_risk,watch,contract/access,none,none,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: contract/access. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,cold_start_source_build,source_rebuild_before_video,wave_1_rebuild_source_first,source_contract_reviewer,hitter_video_reviewer,review_owner|review_date|video_source_url_1|stat_source_url_1|contract_source_url|medical_source_url|reviewer_summary|primary_tool_grade_20_80|command_or_contact_grade_20_80|defense_or_workload_grade_20_80|translation_confidence_20_80|contract_feasibility_grade_20_80,No usable public article band is attached; build source file before any unlock discussion.,"Can we find two independent sources that confirm current role, status, and availability?",locked_manual_review_assignment_queue_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-D5C5E36C0E,foreign_hitter,Locked OF/DH fit review card,scouting_card_template_locked_no_candidate_name,stable_top50_review_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable,watch,strong,strong,above_average,above_average,lower_current_risk,watch,no_primary_high_risk_bucket_after_source_fill,none,none,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: no_primary_high_risk_bucket_after_source_fill. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,cold_start_source_build,source_rebuild_before_video,wave_1_rebuild_source_first,source_contract_reviewer,hitter_video_reviewer,review_owner|review_date|video_source_url_1|stat_source_url_1|contract_source_url|medical_source_url|reviewer_summary|primary_tool_grade_20_80|command_or_contact_grade_20_80|defense_or_workload_grade_20_80|translation_confidence_20_80|contract_feasibility_grade_20_80,No usable public article band is attached; build source file before any unlock discussion.,"Can we find two independent sources that confirm current role, status, and availability?",locked_manual_review_assignment_queue_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
LOCKED-FH-D6D4C4857E,foreign_hitter,Locked OF/DH fit review card,scouting_card_template_locked_no_candidate_name,stable_top25_locked,OF/DH profile: translation-risk band is favorable; market-access band is favorable,above_average,above_average,strong,above_average,above_average,lower_current_risk,watch,no_primary_high_risk_bucket_after_source_fill,none,none,"foreign_hitter_outfield_priority || Can this OF/DH profile improve SSG's RHP game-script and run-kill avoidance problem without creating a contact-floor issue? || Check whether candidate-side signals align with promoted KBO archetype rules and do not trigger a known failure mode. || Confirm swing decisions, two-strike survival, OF defense/run value, platoon usability, and whether batted-ball quality is playable in KBO. || Review risk focus: no_primary_high_risk_bucket_after_source_fill. || Verify current contract, option status, salary expectation, agent openness, and whether the player is realistically movable midseason. || Verify the most recent injury, rehab, workload, and current availability status from a source stronger than metadata snippets. || Look for direct or indirect evidence of Korea/overseas openness, role acceptance, timing, family/visa constraints, and agent/team posture. || Open sources for: contract:not_required|medical:not_required|korea:not_required|nationality:not_required. Next actions: ready_for_manual_scouting_card_review_locked. || Advance only if OF/role fit, contact floor, medical availability, and contract feasibility are all source-supported.",ready_for_manual_scouting_card_review_locked,cold_start_source_build,source_rebuild_before_video,wave_1_rebuild_source_first,source_contract_reviewer,hitter_video_reviewer,review_owner|review_date|video_source_url_1|stat_source_url_1|contract_source_url|medical_source_url|reviewer_summary|primary_tool_grade_20_80|command_or_contact_grade_20_80|defense_or_workload_grade_20_80|translation_confidence_20_80|contract_feasibility_grade_20_80,No usable public article band is attached; build source file before any unlock discussion.,"Can we find two independent sources that confirm current role, status, and availability?",locked_manual_review_assignment_queue_no_candidate_name_no_score_no_rank,False,False,False,False,False,False,False,locked_not_allowed
